Id,SalePrice
1022,194274.27400585994
1023,103976.01206703595
1024,180617.28704710954
1025,334122.0713968561
1026,115539.5695583211
1027,150265.67954059553
1028,293668.4445247606
1029,114441.421881961
1030,116075.57432539828
1031,147487.4442843251
1032,202257.09900454036
1033,309827.6890700079
1034,230876.6101258511
1035,113642.98868513443
1036,76356.41539496263
1037,303618.90147804655
1038,270121.2600415442
1039,108971.76247057825
1040,81389.99170743387
1041,155858.7852635131
1042,163684.19077775715
1043,193221.9813464341
1044,258463.1602872882
1045,280128.7517463514
1046,139736.85576208794
1047,477283.93805039243
1048,135768.95058654484
1049,139394.6405719997
1050,91075.6807322075
1051,180840.5131315879
1052,190201.9902689371
1053,161528.39326743476
1054,156520.13274204545
1055,258021.772466564
1056,166731.63301093577
1057,198455.44193272907
1058,226637.19643834594
1059,357130.5608258921
1060,184871.5496560909
1061,206804.09364481256
1062,88639.35515156196
1063,109575.31763525034
1064,123103.42491523884
1065,149683.3744450263
1066,269053.7032767789
1067,174856.2802189825
1068,164302.7301923319
1069,152289.2269990726
1070,121855.82894430534
1071,130877.40468491972
1072,150518.21524689964
1073,100388.8883938467
1074,158419.67507015442
1075,192441.42204038412
1076,185198.7558139763
1077,164014.40283788106
1078,134747.66137705662
1079,143003.96814724038
1080,130221.6435321996
1081,158855.8071401948
1082,131033.52618816623
1083,189790.62460931856
1084,153058.45460435978
1085,180822.7151862621
1086,148686.87935323038
1087,88116.9323108428
1088,259641.10984339967
1089,149002.45111842864
1090,195228.3628918323
1091,84533.41741910177
1092,157468.2819174759
1093,150203.89449186405
1094,148709.85233781856
1095,128321.88673121418
1096,173702.19404736022
1097,118796.4936921264
1098,157098.2936801399
1099,114939.18751198411
1100,160050.3653561913
1101,60667.803192198095
1102,117119.29528705661
1103,129488.04301285911
1104,141238.77194826264
1105,108315.85852692118
1106,314580.45431672723
1107,186176.9946781537
1108,249414.08892620844
1109,171937.6560205643
1110,296878.95025587676
1111,183349.5422623106
1112,192173.64636896996
1113,121248.98081058628
1114,130327.14016342702
1115,112848.34371772846
1116,293170.42540598905
1117,181427.24382161186
1118,137151.56152504167
1119,135820.44414147458
1120,122783.16082059522
1121,109157.17939018324
1122,209804.92384049753
1123,83253.88870339422
1124,112247.55513888803
1125,165531.75384176668
1126,108572.22322895582
1127,182556.74422954838
1128,249386.54670869076
1129,210800.8824468112
1130,125195.55457769075
1131,135623.8417390285
1132,105239.5196809195
1133,118156.59139629973
1134,236736.60674511187
1135,172754.7158651167
1136,102778.88040360778
1137,117601.8450154788
1138,89259.68661984432
1139,188089.28092108332
1140,132990.10280982335
1141,118730.27593690401
1142,171402.90233707445
1143,399905.8856770182
1144,85872.08490126612
1145,86353.19212714762
1146,139238.67391859103
1147,178760.30613857653
1148,175949.98072012563
1149,112907.92998141807
1150,144036.91421452136
1151,116934.87831919458
1152,157275.6366413438
1153,195453.40612492626
1154,119588.32630321436
1155,204232.89023295545
1156,206800.67301841106
1157,168431.68650233487
1158,210012.474055527
1159,231892.23387594064
1160,183004.9274449368
1161,140327.756451138
1162,216686.8695971875
1163,127497.60091518612
1164,120854.80214459242
1165,192327.61036698133
1166,230255.53578476136
1167,251170.20762451913
1168,179495.45730406966
1169,227005.1006591652
1170,506570.7772801192
1171,147719.18158638605
1172,157020.4402768741
1173,159133.42603406875
1174,208601.06485453746
1175,232549.18677737605
1176,287312.2278842145
1177,122801.04919497493
1178,112511.78295157086
1179,134513.50981698406
1180,102490.5308595219
1181,254963.797501807
1182,293673.06760451116
1183,501576.95766881114
1184,127851.84906683212
1185,189692.76289414827
1186,121729.6046764299
1187,125215.47280646152
1188,263125.59688800987
1189,188364.3687160778
1190,185131.9811567816
1191,181618.9227351191
1192,165450.61327232537
1193,126525.1042750564
1194,168624.55355410997
1195,143418.1658079868
1196,165504.74533221018
1197,217946.51865488282
1198,148496.2066768388
1199,172387.5465484016
1200,143416.81960658263
1201,98294.80713034284
1202,194410.11345681423
1203,125042.70794680147
1204,210428.64017134998
1205,146986.18756779598
1206,277833.24106597994
1207,111060.11918890652
1208,200988.3894050638
1209,133372.85847886826
1210,275944.6585141112
1211,188901.8027002706
1212,186875.55372991803
1213,100063.85800349635
1214,133069.82820528685
1215,131420.1605511704
1216,114471.60627599328
1217,129065.22916180175
1218,230048.78842408242
1219,69478.17963239754
1220,89097.6416882016
1221,111942.37145678217
1222,127973.0985009647
1223,141035.4847583094
1224,132939.7243122104
1225,189325.44735318774
1226,134070.3522175789
1227,209015.82534961367
1228,140019.76375172613
1229,368436.52327121573
1230,136945.98027314167
1231,183789.53731667448
1232,137362.472965928
1233,96099.52073190032
1234,128171.45815577876
1235,127871.70233324564
1236,137042.71522125145
1237,164626.84065149527
1238,213372.85564983517
1239,133783.41720464782
1240,232060.13796361492
1241,210019.8026124394
1242,238111.08483073695
1243,170375.86480431005
1244,449505.54294129566
1245,173609.79523320042
1246,184210.96244235392
1247,186894.58204342282
1248,148768.9907813164
1249,138977.1787314866
1250,119239.6984706555
1251,231479.18790613097
1252,186461.06590745767
1253,120317.1122465404
1254,282717.8395048775
1255,188851.48581859298
1256,126630.79706573432
1257,319121.6264508196
1258,94501.1587460261
1259,175190.68068101667
1260,150094.17759151058
1261,181865.4188462829
1262,124676.83777355378
1263,153866.9815727788
1264,158202.52217723735
1265,174159.04146444128
1266,166441.00750744325
1267,125610.33958175141
1268,377547.7370423087
1269,352698.30012539116
1270,133230.8072155045
1271,242326.24459238554
1272,160250.72805425126
1273,132855.44707030116
1274,177249.54614108682
1275,128054.99472395594
1276,130456.14660335815
1277,160678.8822609701
1278,183787.4692105432
1279,243739.599809233
1280,75309.41013905632
1281,213397.74888730817
1282,184580.20813722152
1283,145977.35670627406
1284,138898.79221526417
1285,170707.2154117436
1286,126651.7582340177
1287,147609.64661654938
1288,191496.81772607364
1289,266501.5708716476
1290,271953.4344628865
1291,166186.32771149502
1292,116927.72982773074
1293,125510.95682348091
1294,178611.1555443989
1295,120014.40766261386
1296,136675.90963124196
1297,146474.87182948668
1298,151742.9164255915
1299,487094.0564456161
1300,149581.46088358035
1301,223488.31649674056
1302,171581.22528305894
1303,315919.01339055883
1304,224386.47966281776
1305,148674.97282267333
1306,328948.4229776893
1307,193485.54732807248
1308,136980.68291194362
1309,140904.28208552836
1310,173472.94540484715
1311,320757.4840559346
1312,200875.12281614964
1313,300536.41626463283
1314,318646.0468670874
1315,122961.14042480395
1316,185103.84626523312
1317,280529.6637055668
1318,195203.3132593287
1319,261881.74529942792
1320,113828.01625091524
1321,149973.26720810804
1322,74109.22201005075
1323,212842.2454951879
1324,78371.17719373974
1325,252788.01318975544
1326,56770.51660293736
1327,82358.88061526658
1328,130414.18876388129
1329,211620.28116149548
1330,177807.78473529016
1331,235508.29938851445
1332,125705.00471145775
1333,117252.59227880172
1334,122826.40638711672
1335,125472.78306379338
1336,160619.06767546711
1337,139105.8288017468
1338,63091.34856560561
1339,220424.26972031905
1340,123132.7600302364
1341,105156.89436394075
1342,151258.4607642182
1343,237195.95480993387
1344,164696.94080550983
1345,174001.49031561843
1346,90381.14716501611
1347,257867.4715376466
1348,287682.18773098785
1349,227749.6963165829
1350,124115.8113417772
1351,169605.55205927798
1352,165546.3559492437
1353,124378.36110334577
1354,405697.27901057765
1355,232051.71611183367
1356,177770.6648674467
1357,110966.08890301698
1358,150399.5877735411
1359,163484.0795531493
1360,359672.97122616303
1361,185572.96985153324
1362,259971.5680781368
1363,114117.26863333477
1364,162187.2543973605
1365,145282.67392788926
1366,196574.56001801172
1367,201379.32044314846
1368,130214.18509010707
1369,141065.9607033386
1370,250663.41106637235
1371,103405.58893650601
1372,165706.77118873986
1373,254954.50120653224
1374,461995.16057702625
1375,253250.93965880555
1376,241214.05747868065
1377,92017.79288753735
1378,133484.12590930398
1379,88746.19955960858
1380,159542.58348953072
1381,70122.56959660068
1382,221024.0787833407
1383,152995.19478686867
1384,134945.1128365227
1385,107059.83855778299
1386,110853.87881725821
1387,255772.83633551616
1388,136552.2023769927
1389,338798.79737234855
1390,129610.51472153413
1391,228802.74680340165
1392,132096.91551879037
1393,130642.60088639725
1394,152379.21818842774
1395,207659.68616614098
1396,289044.34913490136
1397,166176.16444951377
1398,137455.84192924725
1399,133084.73057254925
1400,141890.28821888764
1401,117601.90628711825
1402,182814.85839983498
1403,190075.65973867022
1404,258165.47132530564
1405,94950.6811957079
1406,272072.2561063538
1407,130381.54564119603
1408,118635.05875136289
1409,114019.97537033919
1410,211690.83459894243
1411,220960.68390549804
1412,151337.71249433505
1413,87437.9559579886
1414,287517.43627870275
1415,188501.70911727325
1416,197207.5282142811
1417,117358.60462566867
1418,335485.1746757854
1419,125886.87065178297
1420,221024.24379010088
1421,170160.93590448765
1422,135299.14205208997
1423,139995.45079658087
1424,203989.25849650174
1425,139187.6619848261
1426,137090.45313496888
1427,259820.8909814896
1428,135850.95079885732
1429,113747.55975946656
1430,182363.37193943618
1431,190808.97030063978
1432,135526.01348646646
1433,89449.25921646121
1434,183660.17270208162
1435,160367.5604501811
1436,169085.90219872814
1437,116090.26706695932
1438,386872.25154503953
1439,145459.12579523522
1440,183854.36123367603
1441,199246.77790250434
1442,144879.52270428766
1443,337970.01845267013
1444,111141.17592278798
1445,191923.41616875315
1446,121376.72460797644
1447,149956.6204936889
1448,250992.436146026
1449,116833.0997816583
1450,87896.53078210104
1451,138018.2751497277
1452,258636.45371108947
1453,136242.25622032277
1454,113092.62034080802
1455,180152.81299387457
1456,172462.10010032772
1457,204774.87178668947
1458,258448.16106279078
1459,135010.39729101432
1460,154419.28223875823
